         975778 function calls (971875 primitive calls) in 3.068 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.000    0.000 {method '_rebuild_blknos_and_blklocs' of 'pandas._libs.internals.BlockManager' objects}
        3    0.000    0.000    0.000    0.000 astype.py:56(_astype_nansafe)
      384    0.000    0.000    0.000    0.000 range.py:381(is_unique)
        3    0.000    0.000    0.000    0.000 readers.py:1455(_get_options_with_defaults)
       12    0.000    0.000    0.000    0.000 std.py:110(__enter__)
       21    0.000    0.000    0.000    0.000 std.py:153(__init__)
      379    0.000    0.000    0.000    0.000 indexing.py:1210(_has_valid_setitem_indexer)
        1    0.000    0.000    0.000    0.000 {built-in method nt.listdir}
       12    0.000    0.000    0.000    0.000 std.py:113(__exit__)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:249(dirname)
        1    0.000    0.000    0.000    0.000 synchronize.py:114(_make_name)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:566(module_from_spec)
        3    0.000    0.000    0.000    0.000 readers.py:1513(_clean_options)
        6    0.000    0.000    0.000    0.000 common.py:1194(is_potential_multi_index)
       47    0.000    0.000    0.000    0.000 managers.py:2124(_grouping_func)
        1    0.000    0.000    0.000    0.000 tempfile.py:153(__next__)
        4    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
      379    0.000    0.000    0.000    0.000 contextlib.py:431(__enter__)
        3    0.000    0.000    0.000    0.000 pathlib.py:56(parse_parts)
        3    0.000    0.000    0.000    0.000 missing.py:466(array_equivalent)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:208(split)
      193    0.000    0.000    0.000    0.000 {built-in method builtins.hasattr}
        3    0.000    0.000    0.000    0.000 base_parser.py:190(_validate_parse_dates_presence)
        3    0.000    0.000    0.000    0.000 nanops.py:482(nanany)
      444    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:493(_init_module_attrs)
       10    0.000    0.000    0.000    0.000 managers.py:2212(<lambda>)
        9    0.000    0.000    0.000    0.000 inference.py:273(is_dict_like)
        3    0.000    0.000    0.000    0.000 std.py:685(<setcomp>)
        4    0.000    0.000    0.000    0.000 base.py:5152(_get_engine_target)
        3    0.000    0.000    0.000    0.000 common.py:538(infer_compression)
        4    0.000    0.000    0.000    0.000 blocks.py:2375(new_block_2d)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:437(cache_from_source)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:169(__enter__)
        3    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 common.py:233(stringify_path)
       11    0.000    0.000    0.000    0.000 _dtype.py:330(_name_includes_bit_suffix)
        5    0.000    0.000    0.000    0.000 blocks.py:198(_consolidate_key)
       18    0.000    0.000    0.000    0.000 {built-in method now}
       45    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:119(<listcomp>)
      171    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
        8    0.000    0.000    0.000    0.000 numerictypes.py:356(issubdtype)
        3    0.000    0.000    0.000    0.000 common.py:503(get_compression_method)
        3    0.000    0.000    0.000    0.000 managers.py:1726(is_consolidated)
       30    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
        3    0.000    0.000    0.000    0.000 utils.py:212(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
        3    0.000    0.000    0.000    0.000 _methods.py:54(_any)
        3    0.000    0.000    0.000    0.000 base_parser.py:361(_make_index)
        3    0.000    0.000    0.000    0.000 parse.py:432(urlsplit)
        3    0.000    0.000    0.000    0.000 common.py:1223(dedup_names)
        3    0.000    0.000    0.000    0.000 cast.py:1359(np_find_common_type)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:392(cached)
        3    0.000    0.000    0.000    0.000 missing.py:564(_array_equivalent_object)
        3    0.000    0.000    0.000    0.000 managers.py:1734(_consolidate_check)
        9    0.000    0.000    0.000    0.000 <frozen ntpath>:154(splitdrive)
       47    0.000    0.000    0.000    0.000 base_parser.py:1369(_get_na_values)
        3    0.000    0.000    0.000    0.000 cast.py:761(infer_dtype_from)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:107(join)
        8    0.000    0.000    0.000    0.000 blocks.py:639(copy)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:567(_get_cached)
       27    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
        1    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
        3    0.000    0.000    0.000    0.000 common.py:618(is_integer_dtype)
        1    0.000    0.000    0.000    0.000 tempfile.py:142(rng)
        3    0.000    0.000    0.000    0.000 base_parser.py:861(_do_date_conversions)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:27(__exit__)
        9    0.000    0.000    0.000    0.000 common.py:173(_expand_user)
      168    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        3    0.000    0.000    0.000    0.000 blocks.py:247(make_block)
        3    0.000    0.000    0.000    0.000 base_parser.py:349(_maybe_make_multi_index_columns)
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(result_type)
        1    0.000    0.000    0.000    0.000 threading.py:849(__init__)
       70    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.000    0.000 missing.py:305(_isna_string_dtype)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:110(remove)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.array_equivalent_object}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       72    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _csv.reader}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(argsort)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(path_stats)
        1    0.000    0.000    0.000    0.000 managers.py:1740(<listcomp>)
       53    0.000    0.000    0.000    0.000 common.py:123(<lambda>)
        3    0.000    0.000    0.000    0.000 series.py:581(_constructor_from_mgr)
        6    0.000    0.000    0.000    0.000 missing.py:693(is_valid_na_for_dtype)
        3    0.000    0.000    0.000    0.000 utils.py:265(_supports_unicode)
        3    0.000    0.000    0.000    0.000 std.py:441(status_printer)
       57    0.000    0.000    0.000    0.000 __init__.py:43(using_pyarrow_string_dtype)
        3    0.000    0.000    0.000    0.000 python_parser.py:1350(count_empty_vals)
        3    0.000    0.000    0.000    0.000 cast.py:774(infer_dtype_from_scalar)
       16    0.000    0.000    0.000    0.000 numerictypes.py:282(issubclass_)
       53    0.000    0.000    0.000    0.000 common.py:121(classes)
        1    0.000    0.000    0.000    0.000 random.py:119(__init__)
        9    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        3    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
       18    0.000    0.000    0.000    0.000 common.py:1322(is_ea_or_datetimelike_dtype)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1599(_get_spec)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.missing.isnaobj}
        1    0.000    0.000    0.000    0.000 fromnumeric.py:1012(argsort)
       33    0.000    0.000    0.000    0.000 inspect.py:283(ismodule)
       99    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       33    0.000    0.000    0.000    0.000 inspect.py:300(ismethod)
        3    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       36    0.000    0.000    0.000    0.000 inspect.py:292(isclass)
      140    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
       33    0.000    0.000    0.000    0.000 inspect.py:456(istraceback)
        3    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.000    0.000 common.py:1366(_is_dtype)
        3    0.000    0.000    0.000    0.000 common.py:296(maybe_iterable_to_list)
       33    0.000    0.000    0.000    0.000 inspect.py:466(isframe)
       33    0.000    0.000    0.000    0.000 inspect.py:378(isfunction)
       33    0.000    0.000    0.000    0.000 inspect.py:480(iscode)
       31    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        7    0.000    0.000    0.000    0.000 _asarray.py:109(<setcomp>)
       27    0.000    0.000    0.000    0.000 inference.py:300(<genexpr>)
        7    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1209(_handle_fromlist)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:85(add)
        3    0.000    0.000    0.000    0.000 functools.py:393(__get__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.000    0.000 random.py:128(seed)
        3    0.000    0.000    0.000    0.000 common.py:185(all_none)
        3    0.000    0.000    0.000    0.000 readers.py:1925(_refine_defaults_read)
        1    0.000    0.000    0.000    0.000 fromnumeric.py:51(_wrapfunc)
        2    0.000    0.000    0.000    0.000 __init__.py:386(__getattr__)
       24    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 pathlib.py:630(suffix)
        3    0.000    0.000    0.000    0.000 range.py:198(_simple_new)
        2    0.000    0.000    0.000    0.000 threading.py:555(__init__)
        9    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
        3    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
       46    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        3    0.000    0.000    0.000    0.000 python_parser.py:319(<dictcomp>)
       21    0.000    0.000    0.000    0.000 std.py:167(colour)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:309(__init__)
        1    0.000    0.000    0.000    0.000 random.py:480(choices)
       21    0.000    0.000    0.000    0.000 utils.py:111(__format__)
       63    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
       12    0.000    0.000    0.000    0.000 common.py:1219(<genexpr>)
       24    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       21    0.000    0.000    0.000    0.000 utils.py:107(__init__)
        3    0.000    0.000    0.000    0.000 common.py:277(is_fsspec_url)
        6    0.000    0.000    0.000    0.000 base_parser.py:443(_clean_mapping)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:173(__exit__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        6    0.000    0.000    0.000    0.000 utils.py:186(disable_on_exception)
       51    0.000    0.000    0.000    0.000 {built-in method nt.fspath}
        3    0.000    0.000    0.000    0.000 inspect.py:1749(currentframe)
        5    0.000    0.000    0.000    0.000 blocks.py:192(_can_consolidate)
        5    0.000    0.000    0.000    0.000 common.py:514(is_string_or_object_np_dtype)
        3    0.000    0.000    0.000    0.000 warnings.py:466(__enter__)
        2    0.000    0.000    0.000    0.000 __init__.py:393(__getitem__)
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(atleast_2d)
        3    0.000    0.000    0.000    0.000 series.py:821(__len__)
       32    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_np_dtype}
        8    0.000    0.000    0.000    0.000 blocks.py:187(is_extension)
       12    0.000    0.000    0.000    0.000 utils.py:221(__eq__)
        9    0.000    0.000    0.000    0.000 base.py:573(_ensure_array)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001E56525E200}
        2    0.000    0.000    0.000    0.000 __init__.py:89(find_spec)
        9    0.000    0.000    0.000    0.000 base.py:591(_dtype_to_subclass)
        4    0.000    0.000    0.000    0.000 common.py:1025(needs_i8_conversion)
        3    0.000    0.000    0.000    0.000 base_parser.py:1247(_process_date_conversion)
       31    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 copy.py:66(copy)
        3    0.000    0.000    0.000    0.000 utils.py:124(__eq__)
        6    0.000    0.000    0.000    0.000 common.py:91(ensure_python_int)
        1    0.000    0.000    0.000    0.000 random.py:493(<listcomp>)
        6    0.000    0.000    0.000    0.000 parse.py:110(_coerce_args)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:21(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'argsort' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 threading.py:236(__init__)
        7    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
        6    0.000    0.000    0.000    0.000 base.py:5634(<genexpr>)
        3    0.000    0.000    0.000    0.000 python_parser.py:453(<listcomp>)
       31    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 zipfile.py:1868(__del__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_classify_pyc)
        3    0.000    0.000    0.000    0.000 readers.py:1502(_check_file_or_buffer)
       12    0.000    0.000    0.000    0.000 construction.py:665(_sanitize_non_ordered)
       10    0.000    0.000    0.000    0.000 python_parser.py:1351(<genexpr>)
        3    0.000    0.000    0.000    0.000 common.py:192(validate_header_arg)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        3    0.000    0.000    0.000    0.000 base_parser.py:1404(_validate_parse_dates_arg)
        9    0.000    0.000    0.000    0.000 cast.py:1430(<genexpr>)
        6    0.000    0.000    0.000    0.000 inference.py:105(is_file_like)
        3    0.000    0.000    0.000    0.000 astype.py:250(astype_is_view)
        3    0.000    0.000    0.000    0.000 base.py:458(_engine_type)
        6    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_all_arraylike}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       51    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        3    0.000    0.000    0.000    0.000 managers.py:931(from_blocks)
        6    0.000    0.000    0.000    0.000 std.py:1158(__hash__)
        3    0.000    0.000    0.000    0.000 utils.py:155(__init__)
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        3    0.000    0.000    0.000    0.000 base.py:61(__len__)
        3    0.000    0.000    0.000    0.000 python_parser.py:369(_have_mi_columns)
        1    0.000    0.000    0.000    0.000 synchronize.py:46(SemLock)
       27    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
        6    0.000    0.000    0.000    0.000 {built-in method sys.intern}
        9    0.000    0.000    0.000    0.000 utils.py:151(wrapper_setattr)
       11    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 shape_base.py:81(atleast_2d)
        3    0.000    0.000    0.000    0.000 pathlib.py:147(splitroot)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1684(<setcomp>)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1421(_path_importer_cache)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:405(parent)
        3    0.000    0.000    0.000    0.000 construction.py:196(mgr_to_mgr)
        3    0.000    0.000    0.000    0.000 base_parser.py:254(_has_complex_date_col)
        3    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
        3    0.000    0.000    0.000    0.000 utils.py:251(_is_utf)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:922(find_spec)
        6    0.000    0.000    0.000    0.000 cast.py:1439(<genexpr>)
        3    0.000    0.000    0.000    0.000 python_parser.py:189(MyDialect)
        3    0.000    0.000    0.000    0.000 base_parser.py:1113(_make_date_converter)
        6    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        3    0.000    0.000    0.000    0.000 std.py:1148(__del__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        6    0.000    0.000    0.000    0.000 std.py:1154(_comparable)
       12    0.000    0.000    0.000    0.000 python_parser.py:832(_check_comments)
        3    0.000    0.000    0.000    0.000 <string>:2(__init__)
        3    0.000    0.000    0.000    0.000 base_parser.py:1026(_clean_index_names)
        3    0.000    0.000    0.000    0.000 common.py:1107(_maybe_memory_map)
        3    0.000    0.000    0.000    0.000 {built-in method pandas._libs.lib.is_interval}
        3    0.000    0.000    0.000    0.000 cast.py:921(_maybe_infer_dtype_type)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 python_parser.py:637(_check_for_bom)
        1    0.000    0.000    0.000    0.000 synchronize.py:363(Barrier)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1032(__exit__)
        9    0.000    0.000    0.000    0.000 std.py:226(__init__)
       19    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1028(__enter__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:17(__init__)
       21    0.000    0.000    0.000    0.000 std.py:163(colour)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(find_spec)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        3    0.000    0.000    0.000    0.000 python_parser.py:1354(_validate_skipfooter_arg)
        3    0.000    0.000    0.000    0.000 utils.py:138(__getattr__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        3    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        3    0.000    0.000    0.000    0.000 warnings.py:440(__init__)
        3    0.000    0.000    0.000    0.000 warnings.py:487(__exit__)
        3    0.000    0.000    0.000    0.000 pathlib.py:622(name)
        3    0.000    0.000    0.000    0.000 base_parser.py:278(_extract_multi_indexer_columns)
        3    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        3    0.000    0.000    0.000    0.000 python_parser.py:907(_check_decimal)
        3    0.000    0.000    0.000    0.000 base_parser.py:883(_check_data_length)
        9    0.000    0.000    0.000    0.000 python_parser.py:88(<lambda>)
        2    0.000    0.000    0.000    0.000 _monitor.py:94(report)
       15    0.000    0.000    0.000    0.000 <frozen _collections_abc>:409(__subclasshook__)
        7    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        3    0.000    0.000    0.000    0.000 common.py:131(<lambda>)
        9    0.000    0.000    0.000    0.000 cast.py:1446(<genexpr>)
        1    0.000    0.000    0.000    0.000 shape_base.py:218(_vhstack_dispatcher)
        3    0.000    0.000    0.000    0.000 _validators.py:226(validate_bool_kwarg)
        3    0.000    0.000    0.000    0.000 base.py:790(is_)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
       18    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:675(_validate_timestamp_pyc)
        6    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_bool}
       14    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        6    0.000    0.000    0.000    0.000 common.py:189(<genexpr>)
        6    0.000    0.000    0.000    0.000 base.py:538(<genexpr>)
        3    0.000    0.000    0.000    0.000 <frozen ntpath>:35(_get_bothseps)
        6    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 <string>:1(<lambda>)
        3    0.000    0.000    0.000    0.000 python_parser.py:1170(_set_no_thousand_columns)
        9    0.000    0.000    0.000    0.000 base_parser.py:1425(is_index_col)
        6    0.000    0.000    0.000    0.000 blocks.py:1003(shape)
        6    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
        1    0.000    0.000    0.000    0.000 managers.py:2233(<listcomp>)
        3    0.000    0.000    0.000    0.000 python_parser.py:880(_check_thousands)
        6    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 base.py:973(dtype)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        6    0.000    0.000    0.000    0.000 cast.py:1441(<genexpr>)
        7    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
        3    0.000    0.000    0.000    0.000 readers.py:1850(_clean_na_values)
        3    0.000    0.000    0.000    0.000 <frozen codecs>:260(__init__)
        3    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup_error}
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:357(__init__)
        3    0.000    0.000    0.000    0.000 readers.py:2153(_validate_skipfooter)
        3    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       13    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 readers.py:2055(_extract_dialect)
        4    0.000    0.000    0.000    0.000 range.py:281(start)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        4    0.000    0.000    0.000    0.000 range.py:299(stop)
        3    0.000    0.000    0.000    0.000 python_parser.py:1163(_remove_skipped_rows)
        3    0.000    0.000    0.000    0.000 common.py:671(<lambda>)
        3    0.000    0.000    0.000    0.000 {pandas._libs.lib.is_period}
        6    0.000    0.000    0.000    0.000 managers.py:896(__init__)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:599(_check_name_wrapper)
        8    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        3    0.000    0.000    0.000    0.000 {method 'difference' of 'set' objects}
        6    0.000    0.000    0.000    0.000 readers.py:518(validate_integer)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:276(_acquire_restore)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        3    0.000    0.000    0.000    0.000 common.py:126(_classes_and_not_datetimelike)
        3    0.000    0.000    0.000    0.000 _validators.py:450(check_dtype_backend)
        3    0.000    0.000    0.000    0.000 utils.py:281(_screen_shape_wrapper)
        3    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'update' of 'set' objects}
        3    0.000    0.000    0.000    0.000 python_parser.py:501(<setcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        3    0.000    0.000    0.000    0.000 python_parser.py:580(_handle_usecols)
        1    0.000    0.000    0.000    0.000 synchronize.py:210(Condition)
        3    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 threading.py:1317(_make_invoke_excepthook)
        1    0.000    0.000    0.000    0.000 threading.py:1214(daemon)
        3    0.000    0.000    0.000    0.000 python_parser.py:915(_clear_buffer)
        6    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        9    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        3    0.000    0.000    0.000    0.000 base_parser.py:976(_validate_usecols_arg)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        4    0.000    0.000    0.000    0.000 range.py:316(step)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1097(__init__)
        5    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        3    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _imp.find_frozen}
        3    0.000    0.000    0.000    0.000 python_parser.py:565(_header_line)
        3    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
        6    0.000    0.000    0.000    0.000 base.py:1656(name)
        1    0.000    0.000    0.000    0.000 synchronize.py:321(Event)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:165(__init__)
        5    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 shape_base.py:207(_arrays_for_stack_dispatcher)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:804(_newname)
        3    0.000    0.000    0.000    0.000 function.py:64(__call__)
        3    0.000    0.000    0.000    0.000 base_parser.py:234(<setcomp>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_sanity_check)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:48(_new_module)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 threading.py:273(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:1446(current_thread)
        8    0.000    0.000    0.000    0.000 {built-in method math.floor}
        4    0.000    0.000    0.000    0.000 threading.py:568(is_set)
        1    0.000    0.000    0.000    0.000 zipfile.py:1872(close)
        3    0.000    0.000    0.000    0.000 range.py:213(_validate_dtype)
        3    0.000    0.000    0.000    0.000 managers.py:235(items)
        1    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        6    0.000    0.000    0.000    0.000 parse.py:99(_noop)
        3    0.000    0.000    0.000    0.000 range.py:452(_should_fallback_to_positional)
        3    0.000    0.000    0.000    0.000 readers.py:550(_validate_names)
        3    0.000    0.000    0.000    0.000 base_parser.py:246(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        3    0.000    0.000    0.000    0.000 range.py:228(_constructor)
        3    0.000    0.000    0.000    0.000 copy.py:107(_copy_immutable)
        1    0.000    0.000    0.000    0.000 {built-in method nt._path_splitroot}
        3    0.000    0.000    0.000    0.000 parse.py:412(_checknetloc)
        1    0.000    0.000    0.000    0.000 six.py:194(find_spec)
        3    0.000    0.000    0.000    0.000 readers.py:1779(__enter__)
        3    0.000    0.000    0.000    0.000 base_parser.py:251(close)
        3    0.000    0.000    0.000    0.000 missing.py:971(clean_reindex_fill_method)
        1    0.000    0.000    0.000    0.000 std.py:98(<listcomp>)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        3    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        3    0.000    0.000    0.000    0.000 multiarray.py:664(result_type)
        1    0.000    0.000    0.000    0.000 threading.py:1199(daemon)
        3    0.000    0.000    0.000    0.000 managers.py:1790(ndim)
        1    0.000    0.000    0.000    0.000 managers.py:2242(<listcomp>)
        1    0.000    0.000    0.000    0.000 range.py:127(_engine_type)
        3    0.000    0.000    0.000    0.000 blocks.py:239(mgr_locs)
        1    0.000    0.000    0.000    0.000 context.py:237(get_context)
        3    0.000    0.000    0.000    0.000 std.py:1302(<lambda>)
        1    0.000    0.000    0.000    0.000 synchronize.py:142(BoundedSemaphore)
        3    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        1    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 synchronize.py:159(Lock)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
        1    0.000    0.000    0.000    0.000 {built-in method nt.getpid}
        1    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
        2    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.000    0.000 synchronize.py:184(RLock)
